customer_id,age,gender,province,district,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,monthly_bill_npr,recharge_segment,churn
NP-CUST-06409,30,Male,Gandaki,Gorkha,Semi-Urban,Prepaid,420,101,5,3.55,25.9,18,150,8,-73,1.29,11.0,1,30,1,0,0,0,8.8,14.7,3,0,Medium,0
NP-CUST-06410,18,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,510,280,6,9.92,15.2,10,200,7,-76,3.7,31.4,1,28,1,1,1,0,1.6,0.4,1,0,Medium,0
NP-CUST-06411,28,Female,Koshi,Bhojpur,Rural,Prepaid,1500,356,4,6.62,42.2,2,300,5,-91,3.42,1.1,2,25,1,1,0,0,-7.8,-5.6,5,0,Medium,0
NP-CUST-06412,35,Male,Lumbini,Banke,Urban,Prepaid,1170,84,6,12.08,32.3,6,100,3,-78,2.61,8.4,0,0,1,1,1,0,-3.0,-8.3,2,0,Low,0
NP-CUST-06413,26,Female,Bagmati,Kathmandu,Urban,Prepaid,180,150,12,11.52,24.0,5,150,10,-91,4.62,21.9,1,25,1,1,1,0,8.9,18.1,5,0,Medium,0
NP-CUST-06414,33,Male,Sudurpashchim,Darchula,Rural,Prepaid,1230,70,6,4.19,7.2,0,150,4,-97,8.34,2.8,1,27,1,0,0,0,13.1,4.0,7,0,Medium,0
NP-CUST-06415,37,Female,Bagmati,Dolakha,Rural,Prepaid,930,203,5,4.37,13.9,5,150,6,-89,3.04,2.4,1,22,1,1,0,0,-15.0,10.1,4,0,Medium,0
NP-CUST-06416,36,Male,Koshi,Bhojpur,Rural,Prepaid,390,48,6,0.33,27.6,2,30,6,-106,6.3,0.7,3,25,1,1,0,0,-21.9,-4.5,9,0,Low,1
NP-CUST-06417,39,Female,Bagmati,Chitwan,Urban,Prepaid,690,225,4,22.2,24.5,2,300,8,-68,2.13,8.8,0,0,0,1,1,0,8.6,46.8,1,0,Medium,0
NP-CUST-06418,30,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,90,260,5,1.89,23.4,1,300,8,-84,3.03,3.5,0,0,1,1,0,0,-3.3,2.9,2,0,Medium,0
NP-CUST-06419,25,Female,Karnali,Dailekh,Rural,Prepaid,840,193,4,0.63,26.9,14,150,5,-95,5.92,0.7,3,23,1,1,0,0,-1.3,10.5,3,0,Medium,0
NP-CUST-06420,18,Male,Lumbini,Rupandehi,Urban,Prepaid,120,71,7,8.13,20.2,0,150,8,-71,1.46,26.2,0,0,1,0,0,0,-20.3,16.0,6,0,Medium,0
NP-CUST-06421,31,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,1080,32,9,8.35,27.8,7,30,5,-80,2.46,8.1,1,17,1,1,0,0,-24.1,-7.5,5,0,Low,1
NP-CUST-06422,27,Male,Bagmati,Lalitpur,Urban,Prepaid,270,131,6,12.61,17.3,11,150,2,-72,2.04,45.0,0,0,1,1,0,1,33.5,7.1,1,0,Medium,0
NP-CUST-06423,31,Female,Gandaki,Lamjung,Semi-Urban,Prepaid,60,90,8,0.66,19.1,6,100,7,-93,5.87,8.7,3,34,1,1,0,0,-7.1,1.1,5,0,Low,0
NP-CUST-06424,18,Male,Lumbini,Palpa,Semi-Urban,Prepaid,90,120,2,5.28,27.1,2,200,6,-91,4.07,3.1,0,0,1,0,1,0,-6.8,-5.4,2,0,Medium,0
NP-CUST-06425,18,Female,Koshi,Ilam,Semi-Urban,Postpaid,60,900,4,6.61,30.0,0,0,0,-79,1.83,9.2,0,0,0,0,0,0,-0.8,5.7,0,2000,Postpaid,0
NP-CUST-06426,37,Male,Koshi,Morang,Urban,Prepaid,180,40,7,1.9,9.6,8,30,1,-79,2.74,20.9,0,0,1,1,0,0,3.9,37.4,4,0,Low,0
NP-CUST-06427,18,Other,Koshi,Ilam,Semi-Urban,Prepaid,330,184,3,4.64,20.6,5,200,12,-88,3.9,5.0,1,23,1,1,0,1,18.5,-17.0,3,0,Medium,0
NP-CUST-06428,30,Male,Bagmati,Lalitpur,Urban,Prepaid,60,72,7,1.33,36.0,1,100,7,-76,3.12,20.5,0,0,1,0,0,0,-4.4,-13.5,2,0,Low,0
NP-CUST-06429,24,Male,Bagmati,Chitwan,Urban,Prepaid,1530,199,4,3.46,44.9,0,200,1,-69,1.55,20.2,0,0,1,1,1,1,7.0,-17.9,2,0,Medium,0
NP-CUST-06430,23,Female,Koshi,Bhojpur,Rural,Prepaid,120,189,3,2.22,28.6,2,150,4,-83,4.04,1.8,1,32,1,1,1,0,14.5,11.2,2,0,Medium,0
NP-CUST-06431,33,Male,Bagmati,Kathmandu,Urban,Prepaid,240,33,6,2.66,16.8,11,50,6,-63,0.43,22.7,0,0,1,0,0,0,-20.7,5.0,6,0,Low,0
NP-CUST-06432,32,Female,Bagmati,Dolakha,Rural,Prepaid,990,77,6,1.3,26.5,8,100,2,-93,4.68,4.3,3,25,1,1,1,0,10.1,0.5,1,0,Low,0
NP-CUST-06433,37,Female,Koshi,Morang,Urban,Prepaid,1380,433,7,6.0,7.8,0,300,6,-61,1.65,15.6,0,0,1,1,0,0,-19.8,-14.6,5,0,Medium,0
NP-CUST-06434,21,Female,Sudurpashchim,Bajhang,Rural,Prepaid,60,123,7,2.27,30.4,18,150,9,-86,4.43,3.8,3,15,1,1,0,0,26.8,-4.1,2,0,Medium,0
NP-CUST-06435,23,Male,Gandaki,Tanahun,Semi-Urban,Prepaid,360,27,6,4.35,22.5,3,30,2,-88,2.86,3.1,1,12,1,1,0,0,-27.1,-0.9,7,0,Low,0
NP-CUST-06436,43,Male,Bagmati,Lalitpur,Urban,Prepaid,1020,42,2,15.47,21.4,3,100,6,-67,1.54,32.5,0,0,1,0,1,0,14.9,1.7,1,0,Low,0
NP-CUST-06437,30,Male,Bagmati,Chitwan,Urban,Prepaid,1890,59,5,7.25,20.7,1,100,9,-72,0.52,12.8,0,0,1,0,0,0,-9.9,10.0,4,0,Low,0
NP-CUST-06438,36,Male,Madhesh,Bara,Semi-Urban,Prepaid,420,241,2,0.89,25.8,2,200,2,-97,6.31,5.7,4,4,1,1,1,0,-3.7,-12.5,5,0,Medium,0
NP-CUST-06439,27,Female,Karnali,Jumla,Rural,Prepaid,720,221,4,2.66,27.4,14,150,8,-93,6.61,4.5,1,28,1,1,0,0,-2.2,12.9,5,0,Medium,1
NP-CUST-06440,37,Female,Bagmati,Lalitpur,Urban,Prepaid,120,4,4,3.94,20.1,4,10,6,-56,0.1,45.0,0,0,1,0,0,0,18.2,-5.2,0,0,Low,0
NP-CUST-06441,18,Female,Bagmati,Dolakha,Rural,Prepaid,420,201,1,4.49,31.9,4,150,3,-98,8.23,5.8,3,30,1,1,0,0,0.2,-2.3,3,0,Medium,1
NP-CUST-06442,44,Female,Sudurpashchim,Bajhang,Rural,Prepaid,420,287,5,0.32,11.7,18,200,9,-63,0.1,2.8,0,0,1,1,1,0,-13.6,4.5,3,0,Medium,0
NP-CUST-06443,27,Female,Karnali,Humla,Rural,Prepaid,1800,122,5,0.9,24.0,2,200,10,-99,7.09,4.5,7,36,1,0,0,0,-18.5,27.4,7,0,Medium,1
NP-CUST-06444,20,Male,Lumbini,Palpa,Semi-Urban,Prepaid,360,35,2,2.63,25.9,1,30,12,-84,3.54,9.3,0,0,1,1,0,0,22.5,-4.6,5,0,Low,0
NP-CUST-06445,21,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,270,117,3,3.06,25.4,7,100,8,-105,6.12,7.6,3,36,1,1,0,0,12.2,27.9,2,0,Low,0
NP-CUST-06446,29,Male,Koshi,Sunsari,Urban,Prepaid,780,94,4,2.83,34.2,0,100,3,-68,2.82,7.2,1,24,0,1,1,0,-0.2,-19.4,3,0,Low,0
NP-CUST-06447,31,Male,Lumbini,Kapilvastu,Rural,Prepaid,750,22,6,2.09,12.9,30,50,7,-107,7.29,6.0,5,36,1,0,0,0,9.5,-6.0,6,0,Low,1
NP-CUST-06448,33,Male,Bagmati,Dolakha,Rural,Prepaid,1140,81,7,2.5,37.8,15,100,6,-84,3.85,2.4,2,20,1,1,1,1,-2.1,-22.6,5,0,Low,1
NP-CUST-06449,20,Female,Lumbini,Rupandehi,Urban,Prepaid,720,40,2,9.09,41.1,45,30,4,-69,1.4,9.7,0,0,0,1,0,0,-11.6,-6.4,4,0,Low,1
NP-CUST-06450,41,Female,Lumbini,Banke,Urban,Prepaid,2520,74,7,10.82,5.8,2,50,10,-60,2.56,12.3,1,0,1,1,0,0,2.1,2.3,2,0,Low,0
NP-CUST-06451,27,Male,Madhesh,Parsa,Semi-Urban,Prepaid,210,169,6,10.44,11.7,1,200,9,-80,3.9,14.0,1,18,1,1,0,0,4.8,1.4,3,0,Medium,0
NP-CUST-06452,26,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,330,147,9,1.99,31.6,17,100,6,-90,5.98,5.4,0,0,1,1,0,1,0.4,-13.8,3,0,Low,0
NP-CUST-06453,30,Female,Bagmati,Dolakha,Rural,Prepaid,1380,118,2,3.11,25.2,8,200,8,-86,3.3,3.3,1,15,1,0,0,0,20.8,-7.7,1,0,Medium,0
NP-CUST-06454,39,Female,Madhesh,Dhanusha,Semi-Urban,Prepaid,150,10,6,1.05,32.2,3,30,9,-67,0.18,23.0,0,0,0,0,0,0,17.4,-2.6,4,0,Low,0
NP-CUST-06455,32,Male,Gandaki,Gorkha,Semi-Urban,Postpaid,60,690,6,5.49,26.7,0,0,0,-100,5.69,5.6,0,0,1,1,0,0,8.0,14.9,5,1000,Postpaid,0
NP-CUST-06456,27,Female,Lumbini,Banke,Urban,Prepaid,930,205,7,10.26,12.1,1,150,6,-71,1.34,14.3,0,0,1,1,0,0,10.6,0.5,0,0,Medium,0
NP-CUST-06457,29,Female,Bagmati,Dolakha,Rural,Prepaid,1230,45,3,2.75,24.1,1,100,1,-94,4.39,3.5,1,10,1,0,0,0,23.5,7.3,4,0,Low,0
NP-CUST-06458,44,Male,Lumbini,Rupandehi,Urban,Prepaid,270,109,8,9.63,13.2,9,200,3,-67,0.81,11.8,0,0,1,0,0,0,9.7,-6.1,4,0,Medium,0
NP-CUST-06459,43,Female,Bagmati,Lalitpur,Urban,Prepaid,690,275,9,3.34,20.9,6,200,4,-87,5.59,14.2,0,0,1,1,1,0,8.2,0.7,2,0,Medium,0
NP-CUST-06460,36,Female,Lumbini,Palpa,Semi-Urban,Postpaid,210,558,6,2.78,26.4,0,0,0,-79,3.11,8.1,0,0,1,1,0,0,-7.0,-0.4,1,800,Postpaid,0
NP-CUST-06461,33,Female,Madhesh,Rautahat,Semi-Urban,Prepaid,30,72,5,0.83,2.7,8,100,8,-97,3.97,5.4,1,32,1,1,0,0,0.2,4.9,4,0,Low,0
NP-CUST-06462,55,Female,Lumbini,Rupandehi,Urban,Prepaid,1770,120,9,0.66,14.3,1,150,2,-65,2.24,4.3,1,7,0,1,0,1,0.9,19.0,1,0,Medium,0
NP-CUST-06463,37,Male,Lumbini,Rupandehi,Urban,Prepaid,1500,24,6,14.7,27.7,3,50,2,-79,1.45,5.8,1,26,1,0,1,0,-5.9,8.0,3,0,Low,0
NP-CUST-06464,34,Female,Madhesh,Bara,Semi-Urban,Prepaid,510,203,6,3.88,14.3,7,150,3,-104,8.25,7.3,0,0,1,1,0,0,35.5,9.8,5,0,Medium,0
NP-CUST-06465,30,Female,Bagmati,Kathmandu,Urban,Postpaid,270,397,4,15.15,13.9,0,0,0,-63,0.39,35.1,0,0,1,1,0,0,9.2,10.2,1,500,Postpaid,0
NP-CUST-06466,36,Male,Karnali,Kalikot,Rural,Prepaid,30,28,9,1.99,9.5,2,30,8,-83,6.31,2.8,0,0,1,0,0,0,2.4,14.6,3,0,Low,0
NP-CUST-06467,18,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,1560,80,6,2.15,28.0,1,100,3,-84,5.53,8.8,3,29,1,1,0,0,-1.6,24.1,3,0,Low,0
NP-CUST-06468,42,Female,Lumbini,Palpa,Semi-Urban,Prepaid,480,55,3,0.47,11.2,3,50,5,-86,4.82,14.7,2,5,0,1,0,0,-26.1,-13.8,6,0,Low,0
NP-CUST-06469,19,Female,Sudurpashchim,Dadeldhura,Rural,Postpaid,300,762,0,6.6,34.3,0,0,0,-78,2.84,5.0,0,0,0,1,1,0,6.8,-1.7,3,800,Postpaid,0
NP-CUST-06470,25,Female,Karnali,Kalikot,Rural,Prepaid,1200,388,6,4.21,30.4,1,300,2,-89,6.12,3.5,2,18,1,1,0,0,-6.3,27.5,6,0,Medium,0
NP-CUST-06471,18,Female,Bagmati,Kavre,Semi-Urban,Prepaid,300,92,2,2.94,21.2,22,100,8,-97,6.06,6.9,1,0,1,1,1,0,13.6,6.0,6,0,Low,1
NP-CUST-06472,25,Female,Gandaki,Gorkha,Semi-Urban,Prepaid,300,138,3,5.06,15.9,10,150,11,-67,1.69,4.6,2,15,0,1,0,0,2.0,-2.9,3,0,Medium,0
NP-CUST-06473,29,Other,Sudurpashchim,Dadeldhura,Rural,Prepaid,1080,139,3,0.38,35.5,7,100,4,-97,6.11,5.9,2,21,1,1,0,0,-12.4,-14.3,5,0,Low,1
NP-CUST-06474,41,Male,Bagmati,Kavre,Semi-Urban,Prepaid,1290,42,4,0.95,6.3,14,100,5,-84,3.16,14.1,0,0,1,0,0,0,-24.0,-31.2,6,0,Low,1
NP-CUST-06475,45,Male,Koshi,Ilam,Semi-Urban,Prepaid,540,31,6,1.03,23.6,4,50,5,-88,4.83,0.3,1,28,1,0,0,0,9.7,19.4,2,0,Low,0
NP-CUST-06476,51,Male,Koshi,Ilam,Semi-Urban,Postpaid,480,900,2,2.44,8.0,0,0,0,-79,2.25,11.9,0,0,1,0,0,0,-22.1,-26.6,4,1500,Postpaid,0
NP-CUST-06477,33,Male,Lumbini,Rolpa,Rural,Prepaid,300,359,2,6.25,30.7,2,300,2,-90,5.56,5.2,3,16,1,1,0,0,-33.2,-6.5,9,0,Medium,1
NP-CUST-06478,30,Male,Bagmati,Bhaktapur,Urban,Prepaid,1230,172,5,10.25,14.0,9,200,2,-69,1.44,12.3,0,0,1,1,0,0,9.8,-1.6,2,0,Medium,0
NP-CUST-06479,40,Male,Madhesh,Mahottari,Semi-Urban,Prepaid,150,53,4,0.36,14.0,16,50,3,-98,5.54,4.7,0,0,1,1,0,0,4.6,13.8,4,0,Low,1
NP-CUST-06480,23,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,750,86,9,3.5,31.6,15,200,7,-67,0.44,9.7,0,0,1,0,0,0,6.2,-4.5,1,0,Medium,0
NP-CUST-06481,22,Other,Lumbini,Banke,Urban,Prepaid,60,38,5,2.62,29.6,1,100,6,-81,5.08,5.8,0,0,0,0,1,1,0.7,4.9,2,0,Low,0
NP-CUST-06482,28,Female,Bagmati,Chitwan,Urban,Prepaid,630,10,2,4.35,27.8,3,10,3,-58,0.1,12.6,0,0,1,1,0,1,5.6,-5.7,2,0,Low,0
NP-CUST-06483,32,Female,Karnali,Humla,Rural,Prepaid,1140,165,11,1.39,30.0,8,150,5,-71,2.08,4.2,0,0,1,1,0,0,-11.4,17.7,5,0,Medium,0
NP-CUST-06484,18,Male,Lumbini,Rupandehi,Urban,Prepaid,120,26,4,7.58,27.8,3,50,2,-59,0.1,30.6,0,0,1,0,0,0,-31.5,-8.8,8,0,Low,0
NP-CUST-06485,43,Male,Sudurpashchim,Kanchanpur,Urban,Prepaid,450,51,12,1.3,21.9,24,50,8,-88,4.92,37.2,1,29,1,1,0,0,0.0,1.7,3,0,Low,1
NP-CUST-06486,34,Male,Sudurpashchim,Dadeldhura,Rural,Prepaid,360,127,3,2.5,46.3,16,200,6,-97,5.59,1.4,3,29,1,0,0,0,24.1,36.5,5,0,Medium,0
NP-CUST-06487,40,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,960,146,4,1.13,12.6,8,100,5,-80,3.29,9.3,2,26,1,1,0,0,3.6,9.0,1,0,Low,0
NP-CUST-06488,18,Male,Gandaki,Syangja,Semi-Urban,Prepaid,780,432,2,2.04,29.2,6,300,3,-102,6.3,7.5,4,29,1,1,0,0,-4.2,2.4,7,0,Medium,1
NP-CUST-06489,25,Male,Koshi,Ilam,Semi-Urban,Prepaid,120,119,7,1.9,4.9,2,200,5,-104,4.96,10.9,0,0,1,0,0,0,14.9,-16.9,1,0,Medium,0
NP-CUST-06490,25,Male,Sudurpashchim,Kanchanpur,Urban,Postpaid,240,431,9,5.21,30.0,0,0,0,-68,1.63,14.0,0,0,1,1,0,0,-8.1,0.1,2,800,Postpaid,0
NP-CUST-06491,30,Female,Madhesh,Mahottari,Semi-Urban,Prepaid,180,329,6,3.25,3.3,2,300,8,-96,6.03,11.3,0,0,1,1,0,0,-1.6,5.1,5,0,Medium,0
NP-CUST-06492,32,Female,Gandaki,Gorkha,Semi-Urban,Prepaid,60,115,6,0.64,20.1,8,150,4,-97,4.85,8.7,1,29,0,1,0,0,-13.5,7.3,5,0,Medium,1
NP-CUST-06493,41,Male,Karnali,Surkhet,Semi-Urban,Prepaid,1920,359,12,12.15,10.3,5,300,6,-82,3.58,5.0,1,11,1,1,0,0,7.0,-8.9,3,0,Medium,0
NP-CUST-06494,33,Male,Koshi,Taplejung,Rural,Prepaid,60,93,5,0.61,26.0,12,100,5,-74,2.53,5.6,0,0,1,1,1,1,21.5,14.7,4,0,Low,0
NP-CUST-06495,25,Male,Karnali,Surkhet,Semi-Urban,Prepaid,1890,102,3,5.73,20.2,8,150,4,-81,3.75,6.8,2,17,0,0,0,0,12.8,-11.9,3,0,Medium,0
NP-CUST-06496,54,Female,Koshi,Ilam,Semi-Urban,Prepaid,810,63,4,1.77,13.5,0,150,6,-96,5.82,7.8,3,19,1,0,0,0,4.5,-18.2,5,0,Medium,0
NP-CUST-06497,29,Male,Bagmati,Kavre,Semi-Urban,Prepaid,750,110,3,2.59,11.9,5,300,4,-88,3.77,3.9,1,21,1,0,0,0,-17.6,-23.4,6,0,Medium,1
NP-CUST-06498,23,Male,Bagmati,Dolakha,Rural,Prepaid,330,56,5,2.92,32.5,12,50,5,-91,5.75,2.8,3,21,1,1,1,1,-21.4,-3.6,9,0,Low,1
NP-CUST-06499,18,Male,Bagmati,Kathmandu,Urban,Prepaid,1650,69,3,4.29,28.2,2,150,7,-73,2.41,30.2,0,0,1,0,1,0,-5.0,8.8,5,0,Medium,0
NP-CUST-06500,33,Male,Gandaki,Tanahun,Semi-Urban,Prepaid,480,114,7,2.33,19.7,21,200,4,-81,1.42,5.1,0,0,0,0,0,0,-23.8,-3.1,5,0,Medium,1
NP-CUST-06501,39,Male,Sudurpashchim,Bajhang,Rural,Prepaid,630,115,5,0.33,23.7,3,100,5,-86,3.71,10.3,1,6,1,1,0,0,-23.6,14.8,8,0,Low,0
NP-CUST-06502,21,Female,Madhesh,Parsa,Semi-Urban,Prepaid,600,201,3,12.43,23.4,1,300,9,-66,1.61,8.0,0,0,1,0,0,0,-11.3,13.8,4,0,Medium,0
NP-CUST-06503,38,Female,Bagmati,Kavre,Semi-Urban,Prepaid,660,137,6,1.26,22.6,5,100,9,-96,7.47,9.0,3,22,1,1,0,0,-1.8,10.6,6,0,Low,1
NP-CUST-06504,33,Female,Karnali,Surkhet,Semi-Urban,Prepaid,450,43,5,3.55,18.7,2,50,6,-84,4.05,4.5,1,27,1,1,0,0,5.1,-13.5,2,0,Low,0
NP-CUST-06505,18,Male,Lumbini,Rupandehi,Urban,Prepaid,840,202,7,6.58,20.8,6,150,5,-59,0.1,23.4,0,0,1,1,0,0,-1.2,-19.6,3,0,Medium,0
NP-CUST-06506,38,Female,Koshi,Ilam,Semi-Urban,Prepaid,1650,138,7,1.9,19.8,6,100,6,-96,4.08,2.3,0,0,1,1,0,0,9.9,0.9,2,0,Low,0
NP-CUST-06507,29,Male,Sudurpashchim,Bajhang,Rural,Prepaid,60,13,2,2.8,19.1,0,10,1,-101,6.64,2.9,0,0,1,1,0,0,12.5,-1.7,4,0,Low,0
NP-CUST-06508,21,Male,Koshi,Morang,Urban,Prepaid,450,33,5,7.71,27.0,0,30,4,-83,3.51,9.8,3,45,1,1,0,0,-2.9,0.2,1,0,Low,0
NP-CUST-06509,42,Male,Gandaki,Manang,Rural,Prepaid,1140,66,5,3.02,11.5,3,50,11,-93,5.64,1.1,2,14,1,1,0,0,8.9,16.9,4,0,Low,0
NP-CUST-06510,41,Male,Bagmati,Dolakha,Rural,Postpaid,210,783,6,2.04,15.8,0,0,0,-105,6.09,5.4,3,22,0,1,1,0,-0.2,6.2,6,1000,Postpaid,1
NP-CUST-06511,21,Female,Lumbini,Rupandehi,Urban,Prepaid,180,209,2,18.55,26.7,5,200,6,-73,2.31,13.7,0,0,1,1,0,0,20.4,-9.7,1,0,Medium,0
NP-CUST-06512,35,Female,Koshi,Morang,Urban,Prepaid,2880,317,4,4.1,19.4,7,300,4,-72,1.83,16.0,0,0,0,1,0,0,-6.0,-1.1,4,0,Medium,0
NP-CUST-06513,34,Male,Madhesh,Saptari,Semi-Urban,Prepaid,870,136,6,3.35,29.3,7,150,10,-101,5.62,4.7,3,26,1,1,0,0,-18.7,4.3,6,0,Medium,1
NP-CUST-06514,31,Female,Lumbini,Banke,Urban,Prepaid,1080,35,6,4.39,28.5,1,30,2,-59,1.43,24.3,0,0,1,1,1,0,-9.0,11.5,6,0,Low,0
NP-CUST-06515,27,Male,Koshi,Morang,Urban,Prepaid,780,85,4,26.95,30.4,8,150,12,-81,4.22,17.6,3,6,1,0,0,0,8.9,-4.1,1,0,Medium,0
NP-CUST-06516,31,Female,Bagmati,Chitwan,Urban,Prepaid,720,370,3,12.64,21.5,2,300,8,-66,0.83,33.3,0,0,1,1,0,0,-16.1,19.4,6,0,Medium,0
NP-CUST-06517,41,Male,Lumbini,Rolpa,Rural,Prepaid,540,261,6,1.83,16.7,7,200,5,-88,3.13,2.1,1,10,1,1,0,0,9.2,0.5,1,0,Medium,0
NP-CUST-06518,36,Male,Gandaki,Tanahun,Semi-Urban,Prepaid,780,78,10,1.44,23.6,4,100,5,-66,1.45,4.8,0,0,1,1,1,0,-13.6,-10.6,4,0,Low,0
NP-CUST-06519,18,Female,Madhesh,Parsa,Semi-Urban,Prepaid,60,51,5,2.74,28.9,11,50,8,-71,1.08,10.3,1,11,1,1,0,0,2.2,-18.1,2,0,Low,0
NP-CUST-06520,18,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,450,286,5,0.76,17.4,1,300,1,-105,7.86,18.5,2,36,1,1,0,0,-22.3,-22.4,9,0,Medium,1
NP-CUST-06521,18,Male,Sudurpashchim,Doti,Rural,Prepaid,840,395,7,3.66,26.1,5,300,7,-100,6.81,2.4,3,30,0,1,0,0,-18.8,-8.4,8,0,Medium,1
NP-CUST-06522,18,Female,Bagmati,Kavre,Semi-Urban,Prepaid,540,28,3,5.4,21.7,6,30,5,-92,4.09,1.1,3,15,1,1,0,0,2.6,8.1,4,0,Low,0
NP-CUST-06523,24,Male,Koshi,Ilam,Semi-Urban,Prepaid,810,129,2,2.55,35.2,13,200,3,-111,8.13,3.0,2,11,0,0,1,0,13.5,-10.4,3,0,Medium,0
NP-CUST-06524,27,Male,Madhesh,Rautahat,Semi-Urban,Prepaid,150,28,3,2.0,19.7,4,30,4,-104,8.02,15.7,2,27,0,1,0,0,-4.0,-10.9,6,0,Low,1
NP-CUST-06525,31,Male,Madhesh,Rautahat,Semi-Urban,Postpaid,480,217,5,2.05,18.4,0,0,0,-86,2.59,6.2,0,0,0,0,0,0,2.9,-13.2,0,500,Postpaid,0
NP-CUST-06526,32,Female,Sudurpashchim,Doti,Rural,Prepaid,1080,27,4,5.3,19.9,12,30,5,-73,2.42,11.0,0,0,1,1,0,0,-28.4,12.4,6,0,Low,1
NP-CUST-06527,32,Male,Madhesh,Bara,Semi-Urban,Prepaid,480,169,5,2.45,32.8,4,200,6,-90,6.47,3.4,1,24,1,1,0,0,-0.9,20.7,3,0,Medium,0
NP-CUST-06528,43,Female,Koshi,Jhapa,Urban,Prepaid,300,113,6,5.72,30.5,2,150,4,-82,2.43,20.6,1,18,1,1,0,0,-5.0,14.8,2,0,Medium,0
NP-CUST-06529,18,Male,Bagmati,Lalitpur,Urban,Prepaid,570,142,4,7.44,32.5,2,100,8,-63,0.1,20.9,0,0,1,1,0,0,-21.0,-14.1,6,0,Low,0
NP-CUST-06530,35,Female,Koshi,Jhapa,Urban,Prepaid,2040,135,5,7.16,12.8,8,300,4,-60,2.7,5.8,0,0,1,0,1,0,-3.9,-13.6,4,0,Medium,0
NP-CUST-06531,35,Male,Madhesh,Saptari,Semi-Urban,Prepaid,330,171,4,2.62,20.3,18,300,4,-96,3.44,2.5,1,22,1,0,0,0,-2.5,6.7,2,0,Medium,0
NP-CUST-06532,19,Male,Sudurpashchim,Bajhang,Rural,Prepaid,570,40,7,3.72,8.1,11,30,1,-86,4.08,2.9,3,11,1,1,0,0,16.7,-2.2,3,0,Low,0
NP-CUST-06533,37,Male,Lumbini,Palpa,Semi-Urban,Prepaid,510,196,7,1.88,9.7,1,150,3,-77,3.91,10.9,0,0,0,1,1,0,-10.1,7.8,3,0,Medium,0
NP-CUST-06534,36,Male,Koshi,Jhapa,Urban,Postpaid,150,451,5,3.05,13.8,0,0,0,-66,2.31,19.1,0,0,1,0,0,0,-11.9,-5.5,3,800,Postpaid,0
NP-CUST-06535,32,Female,Bagmati,Sindhuli,Rural,Prepaid,2880,266,6,2.1,23.6,12,200,5,-98,6.38,3.1,1,28,0,1,0,0,6.7,3.3,3,0,Medium,0
NP-CUST-06536,18,Female,Madhesh,Bara,Semi-Urban,Prepaid,900,82,2,6.27,37.3,13,150,3,-97,7.42,6.6,3,30,1,0,0,0,5.9,-19.9,4,0,Medium,1
NP-CUST-06537,42,Female,Koshi,Jhapa,Urban,Prepaid,210,540,6,4.51,28.9,2,500,6,-80,2.97,3.6,0,0,1,1,0,0,1.2,-19.2,2,0,High,0
NP-CUST-06538,34,Female,Gandaki,Kaski,Urban,Postpaid,480,559,5,9.18,11.1,0,0,0,-79,2.57,8.9,0,0,1,1,0,0,-7.4,-2.0,5,800,Postpaid,0
NP-CUST-06539,36,Male,Bagmati,Lalitpur,Urban,Prepaid,690,258,5,3.36,21.1,2,200,6,-66,1.1,5.1,0,0,0,1,0,0,2.2,-8.3,2,0,Medium,0
NP-CUST-06540,18,Male,Lumbini,Palpa,Semi-Urban,Prepaid,960,33,6,7.25,28.2,3,30,8,-94,5.85,9.4,1,16,1,0,0,0,25.9,-31.0,4,0,Low,0
NP-CUST-06541,27,Male,Sudurpashchim,Kanchanpur,Urban,Prepaid,120,67,5,5.12,27.2,6,50,4,-94,5.89,7.0,2,48,1,1,0,0,-7.4,6.1,5,0,Low,1
NP-CUST-06542,18,Male,Madhesh,Dhanusha,Semi-Urban,Prepaid,60,142,5,11.71,42.2,16,200,8,-66,0.1,15.5,0,0,1,1,0,0,-16.3,-14.2,5,0,Medium,0
NP-CUST-06543,45,Female,Sudurpashchim,Kanchanpur,Urban,Prepaid,330,550,9,4.2,29.2,2,1000,10,-59,0.1,16.0,0,0,0,1,0,0,4.0,-6.0,4,0,High,0
NP-CUST-06544,21,Female,Bagmati,Dolakha,Rural,Postpaid,60,804,4,12.21,41.5,0,0,0,-94,4.38,1.7,3,24,0,1,0,0,5.4,-27.3,3,1000,Postpaid,1
