age,gender,province,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,churn
68,,Lumbini,Kapilvastu,Prepaid,1830,613,2,9.57,12.59,27,500,1,-74,0.33,50,0,0,0,3,0,0,0,0,25,0
60,,Gandaki,Tanahu,Prepaid,1470,675,2,6.13,8.07,21,500,3,-72,0.15,50,0,0,0,1,0,0,0,0,15,0
68,,Lumbini,Rupandehi,Postpaid,1410,764,4,23.71,31.2,27,1000,1,-70,0.0,45,1,24,1,1,1,0,0,0,25,0
71,,Lumbini,Kapilvastu,Prepaid,1350,497,4,2.06,2.71,18,50,4,-72,0.2,50,0,0,1,3,0,0,0,0,10,0
26,,Bagmati,Chitwan,Prepaid,2700,674,4,3.22,4.24,21,500,3,-76,0.44,50,0,0,1,2,0,0,0,0,15,0
48,,Koshi,Sunsari,Prepaid,630,595,1,2.47,3.25,18,500,4,-76,0.5,50,0,0,0,1,1,0,0,0,10,0
32,,Bagmati,Lalitpur,Prepaid,1860,505,3,41.01,53.96,27,50,1,-80,0.99,50,0,0,0,4,0,0,0,0,25,1
50,,Bagmati,Chitwan,Prepaid,120,605,3,11.39,14.99,27,100,1,-76,0.5,50,0,0,0,1,0,0,0,0,25,1
32,,Gandaki,Tanahu,Prepaid,2760,662,3,7.77,10.22,24,100,2,-76,0.45,50,0,0,0,1,1,0,0,0,20,0
25,,Bagmati,Bhaktapur,Prepaid,2610,623,2,0.92,1.21,21,500,3,-82,0.96,50,0,0,0,4,0,0,0,0,15,1
55,,Gandaki,Syangja,Prepaid,1110,588,5,5.98,7.87,18,50,4,-80,0.85,50,0,0,0,3,0,0,0,0,10,0
31,,Bagmati,Kathmandu,Prepaid,3420,582,4,15.15,19.93,24,100,2,-72,0.17,50,0,0,0,1,1,0,0,0,20,0
56,,Bagmati,Kathmandu,Prepaid,1560,586,3,8.42,11.08,24,100,2,-76,0.51,50,0,0,0,2,1,0,0,0,20,0
28,,Bagmati,Lalitpur,Prepaid,1680,600,6,4.69,6.17,21,500,3,-74,0.33,50,0,0,1,4,0,0,0,0,15,0
63,,Sudurpashchim,Kanchanpur,Prepaid,2070,843,3,10.62,13.97,24,100,2,-76,0.36,50,0,0,0,2,0,0,0,0,20,1
67,,Gandaki,Syangja,Prepaid,2580,585,6,8.33,10.96,21,100,3,-80,0.85,50,0,0,0,0,1,0,0,0,15,0
47,,Koshi,Jhapa,Prepaid,2160,551,5,6.8,8.95,18,200,4,-78,0.72,50,0,0,0,0,1,0,0,0,10,0
41,,Sudurpashchim,Kailali,Postpaid,3240,407,2,10.16,13.37,27,1000,1,-76,0.74,50,0,0,0,4,0,0,0,0,25,0
33,,Lumbini,Rupandehi,Postpaid,1950,702,6,7.81,10.28,27,1000,1,-78,0.57,50,0,0,0,0,1,0,0,0,25,0
44,,Gandaki,Kaski,Prepaid,2520,674,9,16.63,21.88,18,50,4,-74,0.3,50,0,0,0,3,0,0,0,0,10,0
54,,Sudurpashchim,Kailali,Prepaid,2970,503,4,7.99,10.51,21,500,3,-72,0.2,45,1,24,0,1,0,1,0,0,15,0
30,,Lumbini,Rupandehi,Prepaid,3360,680,2,9.34,12.29,21,500,3,-74,0.29,50,0,0,1,0,0,0,0,0,15,0
49,,Karnali,Salyan,Postpaid,360,759,7,3.67,4.83,27,1000,1,-74,0.26,50,0,0,1,3,0,0,0,0,25,1
69,,Bagmati,Kathmandu,Prepaid,3480,665,3,4.2,5.53,27,50,1,-86,1.2,50,0,0,0,4,0,0,0,0,25,1
47,,Bagmati,Kavre,Prepaid,240,608,5,1.17,1.54,21,100,3,-76,0.49,50,0,0,0,2,0,0,0,0,15,0
69,,Sudurpashchim,Kailali,Prepaid,90,653,4,13.37,17.59,21,100,3,-74,0.31,50,0,0,0,1,1,0,0,0,15,0
38,,Madhesh,Bara,Prepaid,510,767,3,4.21,5.54,27,200,1,-76,0.39,50,0,0,0,3,0,0,0,0,25,0
63,,Madhesh,Parsa,Prepaid,1050,776,3,10.98,14.45,24,50,2,-70,0.0,50,0,0,0,1,1,0,0,0,20,1
70,,Karnali,Surkhet,Prepaid,1650,789,6,4.07,5.36,24,50,2,-76,0.38,50,0,0,0,1,0,0,0,0,20,1
40,,Koshi,Sunsari,Prepaid,600,680,3,14.91,19.62,27,500,1,-76,0.44,50,0,0,1,0,0,0,0,0,25,0
25,,Bagmati,Lalitpur,Prepaid,90,644,5,41.07,54.04,18,200,4,-72,0.16,50,0,0,1,4,0,0,0,0,10,0
66,,Lumbini,Kapilvastu,Prepaid,930,692,3,0.41,0.54,24,50,2,-74,0.29,50,0,0,0,0,0,1,0,0,20,0
57,,Bagmati,Bhaktapur,Prepaid,660,843,5,42.89,56.43,24,50,2,-76,0.36,50,0,0,1,1,0,0,0,0,20,0
40,,Lumbini,Banke,Prepaid,1380,522,6,4.95,6.51,24,200,2,-76,0.57,50,0,0,1,3,0,0,0,0,20,0
39,,Bagmati,Chitwan,Prepaid,3120,617,1,32.37,42.59,21,500,3,-74,0.32,50,0,0,0,0,1,0,0,0,15,0
55,,Koshi,Morang,Prepaid,2040,667,6,17.48,23.0,18,100,4,-72,0.15,45,1,24,0,0,0,0,0,0,10,0
41,,Bagmati,Kathmandu,Postpaid,2850,554,1,6.02,7.92,27,1000,1,-74,0.36,50,0,0,0,1,1,0,0,0,25,0
37,,Sudurpashchim,Kanchanpur,Prepaid,1620,629,2,10.77,14.17,18,100,4,-76,0.48,50,0,0,1,1,0,0,0,0,10,0
32,,Madhesh,Dhanusha,Prepaid,480,602,4,0.58,0.76,18,50,4,-80,0.83,45,1,24,0,3,0,0,0,0,10,0
19,,Bagmati,Kavre,Prepaid,1020,732,7,9.13,12.01,24,100,2,-76,0.41,50,0,0,1,1,0,0,0,0,20,0
27,,Koshi,Sunsari,Postpaid,1590,758,9,11.85,15.59,27,1000,1,-74,0.26,50,0,0,0,4,1,0,0,0,25,0
21,,Gandaki,Kaski,Prepaid,810,488,2,4.42,5.82,27,50,1,-78,0.82,50,0,0,1,2,1,0,0,0,25,0
55,,Karnali,Surkhet,Prepaid,3390,615,3,17.83,23.46,21,100,3,-74,0.32,50,0,0,0,0,0,0,0,0,15,0
60,,Madhesh,Bara,Prepaid,2130,828,8,8.46,11.13,18,50,4,-76,0.36,45,1,24,1,3,1,0,0,0,10,0
45,,Sudurpashchim,Kanchanpur,Prepaid,1560,623,2,31.92,42.0,18,500,4,-80,0.8,50,0,0,1,0,0,0,0,0,10,0
48,,Bagmati,Lalitpur,Prepaid,720,492,7,1.03,1.36,24,100,2,-78,0.81,50,0,0,1,3,0,0,0,0,20,0
65,,Bagmati,Lalitpur,Prepaid,1740,615,1,16.15,21.25,27,500,1,-70,0.0,50,0,0,0,2,0,0,0,0,25,0
50,,Gandaki,Syangja,Postpaid,2460,692,2,24.06,31.66,27,1000,1,-78,0.58,50,0,0,0,4,0,0,0,0,25,0
26,,Koshi,Sunsari,Postpaid,2130,800,8,28.26,37.18,27,1000,1,-84,0.87,50,0,0,0,2,1,0,0,0,25,0
56,,Lumbini,Banke,Prepaid,3480,649,2,4.21,5.54,21,500,3,-76,0.46,50,0,0,0,4,1,0,0,0,15,0
56,,Sudurpashchim,Kailali,Prepaid,2130,474,5,4.48,5.89,21,200,3,-76,0.63,45,1,24,0,0,1,0,0,0,15,0
36,,Koshi,Sunsari,Prepaid,1590,442,2,30.62,40.29,27,50,1,-76,0.68,50,0,0,0,3,0,0,0,0,25,0
46,,Gandaki,Syangja,Prepaid,1530,626,4,33.27,43.78,18,100,4,-76,0.48,50,0,0,1,0,0,1,0,0,10,0
67,,Sudurpashchim,Kanchanpur,Prepaid,1650,551,5,20.18,26.55,21,500,3,-80,0.91,50,0,0,0,4,1,0,0,0,15,0
20,,Bagmati,Kavre,Prepaid,60,626,0,1.34,1.76,18,100,4,-74,0.32,50,0,0,0,3,1,0,0,0,10,0
33,,Gandaki,Syangja,Prepaid,2730,678,8,0.89,1.17,18,200,4,-78,0.59,45,1,24,0,1,0,0,0,0,10,1
58,,Bagmati,Kathmandu,Prepaid,2640,661,4,19.81,26.07,27,50,1,-76,0.45,50,0,0,1,4,1,0,0,0,25,0
38,,Bagmati,Kavre,Prepaid,300,357,2,7.84,10.32,18,50,4,-76,0.84,50,0,0,0,1,0,0,0,0,10,0
68,,Bagmati,Kathmandu,Prepaid,1350,667,4,1.93,2.54,18,200,4,-74,0.3,50,0,0,1,3,0,0,0,0,10,0
40,,Bagmati,Lalitpur,Prepaid,630,613,3,10.56,13.89,27,50,1,-72,0.16,50,0,0,0,0,1,0,0,0,25,0
68,,Karnali,Salyan,Prepaid,2310,672,7,23.77,31.28,24,500,2,-80,0.74,50,0,0,0,2,1,0,0,0,20,0
38,,Madhesh,Parsa,Prepaid,2520,867,5,1.98,2.61,21,200,3,-76,0.35,50,0,0,0,3,0,1,0,0,15,0
23,,Lumbini,Kapilvastu,Prepaid,3210,511,1,3.07,4.04,24,200,2,-78,0.78,50,0,0,1,0,0,0,0,0,20,0
70,,Madhesh,Dhanusha,Prepaid,390,854,9,13.37,17.59,27,500,1,-74,0.23,50,0,0,0,0,0,0,0,0,25,1
39,,Gandaki,Tanahu,Prepaid,1560,559,2,16.81,22.12,18,100,4,-72,0.18,50,0,0,0,3,0,0,0,0,10,0
49,,Bagmati,Kavre,Prepaid,1920,800,6,30.25,39.8,27,200,1,-78,0.5,50,0,0,1,1,1,0,0,0,25,0
39,,Bagmati,Lalitpur,Prepaid,1350,634,5,8.22,10.82,27,500,1,-78,0.63,50,0,0,1,2,1,1,0,0,25,0
45,,Koshi,Morang,Prepaid,1440,887,8,29.3,38.55,18,100,4,-78,0.45,50,0,0,0,2,0,0,0,0,10,0
46,,Lumbini,Rupandehi,Prepaid,210,727,4,6.68,8.79,18,500,4,-78,0.55,50,0,0,1,3,0,0,0,0,10,0
24,,Koshi,Jhapa,Prepaid,600,558,3,10.76,14.16,24,200,2,-74,0.36,45,1,24,0,4,0,0,0,0,20,0
55,,Koshi,Sunsari,Prepaid,120,486,3,0.61,0.8,27,500,1,-74,0.41,50,0,0,1,1,0,0,0,0,25,1
55,,Lumbini,Banke,Prepaid,2340,638,7,19.94,26.24,18,500,4,-74,0.31,50,0,0,0,2,0,0,0,0,10,0
35,,Madhesh,Parsa,Prepaid,300,765,0,5.03,6.62,24,200,2,-74,0.26,40,2,24,0,4,0,0,0,0,20,1
20,,Lumbini,Kapilvastu,Prepaid,180,697,5,13.45,17.7,18,50,4,-78,0.57,45,1,24,0,2,0,0,0,0,10,0
55,,Bagmati,Bhaktapur,Prepaid,540,642,2,1.88,2.47,18,100,4,-78,0.62,50,0,0,0,4,0,0,0,0,10,0
39,,Lumbini,Kapilvastu,Prepaid,2760,589,3,16.53,21.75,18,50,4,-78,0.68,50,0,0,0,4,0,0,0,0,10,0
54,,Gandaki,Tanahu,Prepaid,90,731,2,3.28,4.32,18,500,4,-80,0.68,50,0,0,0,0,0,0,0,0,10,1
70,,Madhesh,Bara,Prepaid,3360,631,3,10.87,14.3,18,50,4,-76,0.47,45,1,24,1,2,0,0,0,0,10,0
65,,Lumbini,Rupandehi,Prepaid,2640,536,0,5.8,7.63,27,50,1,-78,0.74,50,0,0,0,4,0,0,0,0,25,0
34,,Gandaki,Tanahu,Prepaid,2160,588,5,12.11,15.93,27,200,1,-78,0.68,50,0,0,0,4,1,0,0,0,25,1
58,,Koshi,Jhapa,Prepaid,390,566,2,8.33,10.96,27,100,1,-80,0.88,45,1,24,0,3,0,0,0,0,25,0
65,,Koshi,Sunsari,Prepaid,2880,721,3,5.33,7.01,24,100,2,-74,0.28,50,0,0,0,2,0,0,0,0,20,0
69,,Bagmati,Kathmandu,Postpaid,3090,509,5,17.63,23.2,27,1000,1,-76,0.59,50,0,0,0,0,0,0,0,0,25,0
44,,Lumbini,Rupandehi,Postpaid,1500,427,6,0.33,0.43,27,1000,1,-70,0.0,45,1,24,1,4,0,0,0,0,25,0
60,,Koshi,Jhapa,Prepaid,840,581,4,6.66,8.76,18,500,4,-76,0.52,45,1,24,0,2,0,0,0,0,10,0
71,,Sudurpashchim,Kailali,Prepaid,2040,821,5,7.61,10.01,24,500,2,-72,0.12,50,0,0,1,2,0,0,0,0,20,0
58,,Bagmati,Kavre,Prepaid,1830,519,4,0.67,0.88,24,100,2,-74,0.38,50,0,0,0,2,0,0,0,0,20,0
18,,Bagmati,Chitwan,Prepaid,600,724,1,26.11,34.36,21,100,3,-76,0.41,50,0,0,1,4,1,0,0,0,15,0
24,,Bagmati,Kavre,Prepaid,150,575,4,10.01,13.17,27,100,1,-76,0.52,50,0,0,0,2,1,0,0,0,25,0
71,,Gandaki,Syangja,Prepaid,3270,538,3,5.36,7.05,27,500,1,-72,0.19,50,0,0,0,4,0,0,0,0,25,0
42,,Bagmati,Chitwan,Prepaid,2580,652,3,4.82,6.34,18,50,4,-76,0.46,50,0,0,1,2,0,0,0,0,10,0
57,,Gandaki,Tanahu,Postpaid,2310,593,6,0.95,1.25,27,1000,1,-78,0.67,45,1,24,1,2,0,0,0,0,25,0
20,,Gandaki,Tanahu,Prepaid,2700,587,5,4.77,6.28,27,500,1,-76,0.51,50,0,0,0,2,0,0,0,0,25,0
40,,Lumbini,Kapilvastu,Postpaid,3150,642,4,20.78,27.34,27,1000,1,-72,0.16,40,2,24,0,4,0,0,0,0,25,1
67,,Bagmati,Lalitpur,Prepaid,120,570,6,3.54,4.66,27,100,1,-76,0.53,50,0,0,1,1,0,0,0,0,25,0
51,,Lumbini,Rupandehi,Prepaid,1290,660,5,17.65,23.22,21,100,3,-70,0.0,50,0,0,0,0,0,0,0,0,15,1
50,,Bagmati,Kavre,Prepaid,3060,623,4,9.3,12.24,24,50,2,-74,0.32,50,0,0,0,3,1,0,0,0,20,0
37,,Madhesh,Dhanusha,Prepaid,1170,620,6,8.79,11.57,21,500,3,-76,0.48,45,1,24,1,1,0,0,0,0,15,0
45,,Karnali,Salyan,Prepaid,2880,626,4,8.12,10.68,27,200,1,-72,0.16,50,0,0,0,0,0,0,0,0,25,0
62,,Madhesh,Bara,Prepaid,1620,603,0,3.23,4.25,18,500,4,-74,0.33,50,0,0,1,3,1,0,0,0,10,0
45,,Lumbini,Kapilvastu,Prepaid,2580,562,4,1.14,1.5,24,50,2,-74,0.36,50,0,0,1,0,0,0,0,0,20,0
71,,Koshi,Jhapa,Prepaid,120,864,4,14.94,19.66,21,50,3,-78,0.46,50,0,0,0,2,0,0,0,0,15,0
22,,Sudurpashchim,Kanchanpur,Prepaid,1650,692,4,15.44,20.32,21,100,3,-72,0.14,50,0,0,1,0,0,0,0,0,15,0
44,,Gandaki,Kaski,Prepaid,2760,668,3,16.38,21.55,27,500,1,-72,0.15,50,0,0,0,1,0,0,0,0,25,0
71,,Gandaki,Kaski,Postpaid,1560,567,3,13.6,17.89,27,1000,1,-76,0.53,50,0,0,0,2,0,0,0,0,25,0
70,,Lumbini,Banke,Prepaid,630,613,4,2.16,2.84,21,500,3,-80,0.81,50,0,0,0,3,0,0,0,0,15,0
34,,Bagmati,Kavre,Prepaid,2160,537,5,24.9,32.76,27,200,1,-76,0.56,50,0,0,0,1,1,0,0,0,25,0
29,,Bagmati,Kavre,Prepaid,1740,462,2,28.54,37.55,18,200,4,-78,0.86,50,0,0,1,3,0,0,0,0,10,1
60,,Bagmati,Kathmandu,Prepaid,2370,671,5,12.97,17.07,18,50,4,-78,0.6,50,0,0,0,0,0,0,0,0,10,0
39,,Lumbini,Rupandehi,Prepaid,3180,625,2,19.38,25.5,18,100,4,-76,0.48,50,0,0,0,0,0,0,0,0,10,0
53,,Madhesh,Bara,Prepaid,1590,717,0,63.39,83.41,27,500,1,-80,0.7,50,0,0,0,0,0,0,0,0,25,0
66,,Koshi,Morang,Postpaid,2310,624,3,2.99,3.93,27,1000,1,-74,0.32,50,0,0,0,3,0,0,0,0,25,0
27,,Bagmati,Bhaktapur,Prepaid,1080,575,2,1.95,2.57,27,100,1,-76,0.52,50,0,0,0,0,1,0,0,0,25,0
20,,Karnali,Surkhet,Prepaid,1680,668,4,0.53,0.7,18,500,4,-80,0.75,50,0,0,0,3,0,0,0,0,10,0
44,,Madhesh,Dhanusha,Prepaid,2730,545,4,12.29,16.17,21,50,3,-76,0.55,50,0,0,0,1,1,0,0,0,15,0
33,,Lumbini,Kapilvastu,Prepaid,2580,561,1,25.38,33.39,21,100,3,-70,0.0,50,0,0,0,3,1,0,0,0,15,1
27,,Karnali,Salyan,Prepaid,1290,493,7,6.59,8.67,21,500,3,-76,0.61,50,0,0,0,0,0,1,0,0,15,0
54,,Bagmati,Kathmandu,Prepaid,2400,710,4,5.91,7.78,27,200,1,-70,0.0,50,0,0,0,0,0,0,0,0,25,0
71,,Bagmati,Chitwan,Prepaid,600,688,4,12.95,17.04,21,100,3,-76,0.44,45,1,24,1,4,1,0,0,0,15,0
41,,Koshi,Jhapa,Prepaid,1440,643,3,13.49,17.75,27,200,1,-76,0.47,50,0,0,0,3,1,1,0,0,25,0
28,,Koshi,Morang,Prepaid,3420,653,4,7.04,9.26,18,200,4,-72,0.15,50,0,0,0,3,1,0,0,0,10,0
35,,Bagmati,Kavre,Prepaid,3330,677,3,17.25,22.7,24,200,2,-76,0.44,45,1,24,1,3,0,0,0,0,20,0
35,,Bagmati,Chitwan,Prepaid,930,981,2,1.4,1.84,18,500,4,-78,0.41,50,0,0,0,2,1,0,0,0,10,0
34,,Lumbini,Kapilvastu,Prepaid,2700,791,5,11.64,15.32,24,100,2,-78,0.51,50,0,0,0,3,1,0,0,0,20,0
25,,Gandaki,Kaski,Prepaid,840,455,7,6.97,9.17,27,500,1,-70,0.0,50,0,0,1,3,1,0,0,0,25,0
62,,Bagmati,Kathmandu,Prepaid,3120,387,6,6.97,9.17,24,100,2,-72,0.26,50,0,0,1,2,1,0,0,0,20,0
45,,Bagmati,Kavre,Prepaid,1890,705,6,1.63,2.14,18,500,4,-76,0.42,45,1,24,1,1,0,0,0,0,10,0
20,,Lumbini,Banke,Prepaid,1200,753,6,3.93,5.17,18,500,4,-72,0.13,50,0,0,0,2,0,0,0,0,10,0
32,,Bagmati,Lalitpur,Prepaid,2490,646,4,2.04,2.68,18,100,4,-76,0.46,45,1,24,1,4,0,0,0,0,10,0
24,,Madhesh,Bara,Postpaid,1560,658,4,18.46,24.29,27,1000,1,-78,0.61,45,1,24,1,2,1,0,0,0,25,1
52,,Bagmati,Kathmandu,Prepaid,1110,471,5,5.64,7.42,24,50,2,-72,0.21,50,0,0,1,1,0,0,0,0,20,1
32,,Gandaki,Kaski,Postpaid,2820,504,4,0.52,0.68,27,1000,1,-76,0.59,50,0,0,1,1,0,0,0,0,25,0
69,,Koshi,Jhapa,Prepaid,3240,627,2,4.19,5.51,24,200,2,-72,0.16,50,0,0,1,0,0,0,0,0,20,0
34,,Bagmati,Kavre,Prepaid,1200,661,4,2.16,2.84,27,200,1,-80,0.76,50,0,0,0,2,1,0,0,0,25,0
45,,Koshi,Morang,Prepaid,1560,550,4,13.98,18.39,27,200,1,-78,0.73,50,0,0,1,4,1,0,0,0,25,0
54,,Bagmati,Bhaktapur,Prepaid,330,868,5,21.97,28.91,21,100,3,-78,0.46,50,0,0,1,4,0,0,0,0,15,0
55,,Bagmati,Bhaktapur,Prepaid,1260,531,2,6.56,8.63,27,100,1,-74,0.38,50,0,0,0,3,0,0,0,0,25,0
70,,Bagmati,Kavre,Prepaid,2640,748,3,31.83,41.88,18,100,4,-74,0.27,50,0,0,0,2,1,0,0,0,10,0
35,,Lumbini,Rupandehi,Prepaid,2580,877,4,23.44,30.84,18,50,4,-72,0.11,50,0,0,0,4,0,0,0,0,10,0
42,,Bagmati,Lalitpur,Prepaid,1530,664,2,18.49,24.33,24,100,2,-80,0.75,50,0,0,0,0,1,0,0,0,20,0
63,,Bagmati,Lalitpur,Prepaid,1950,537,2,5.85,7.7,27,100,1,-72,0.19,50,0,0,0,0,1,0,0,0,25,0
33,,Bagmati,Kathmandu,Prepaid,3090,484,2,13.82,18.18,21,50,3,-84,1.44,50,0,0,0,0,0,0,0,0,15,1
68,,Bagmati,Bhaktapur,Prepaid,3030,578,2,15.5,20.39,21,100,3,-76,0.52,50,0,0,0,1,0,0,0,0,15,0
39,,Koshi,Sunsari,Prepaid,1740,541,6,24.93,32.8,21,500,3,-78,0.74,50,0,0,0,3,0,0,0,0,15,0
46,,Koshi,Morang,Postpaid,1350,638,6,12.39,16.3,27,1000,1,-80,0.78,45,1,24,0,1,0,0,0,0,25,0
37,,Madhesh,Dhanusha,Prepaid,3390,683,4,21.48,28.26,21,50,3,-76,0.44,50,0,0,0,2,1,0,0,0,15,0
53,,Sudurpashchim,Kanchanpur,Prepaid,780,615,5,14.4,18.95,21,200,3,-74,0.32,50,0,0,0,2,1,0,0,0,15,1
35,,Bagmati,Bhaktapur,Postpaid,3330,669,6,4.47,5.88,27,1000,1,-76,0.45,50,0,0,1,4,1,0,0,0,25,1
30,,Gandaki,Kaski,Prepaid,480,689,7,19.73,25.96,27,50,1,-78,0.58,50,0,0,0,2,0,0,0,0,25,0
29,,Koshi,Morang,Prepaid,1590,619,0,40.47,53.25,21,500,3,-74,0.32,50,0,0,1,0,0,0,0,0,15,0
64,,Bagmati,Lalitpur,Prepaid,2370,647,5,28.21,37.12,18,50,4,-78,0.62,50,0,0,1,3,0,0,0,0,10,0
27,,Sudurpashchim,Kanchanpur,Prepaid,1260,636,3,15.25,20.07,27,200,1,-78,0.63,45,1,24,0,1,0,0,0,0,25,0
40,,Koshi,Sunsari,Prepaid,2970,749,2,40.29,53.01,18,50,4,-72,0.13,50,0,0,1,3,0,0,0,0,10,0
39,,Bagmati,Lalitpur,Prepaid,2460,775,2,1.01,1.33,21,100,3,-72,0.13,50,0,0,0,4,0,0,0,0,15,0
47,,Gandaki,Kaski,Prepaid,240,543,7,0.39,0.51,27,50,1,-74,0.37,40,2,24,0,1,0,0,0,0,25,1
39,,Bagmati,Chitwan,Postpaid,1980,685,4,9.05,11.91,27,1000,1,-70,0.0,50,0,0,0,4,1,0,0,0,25,0
55,,Madhesh,Bara,Prepaid,2700,550,4,8.02,10.55,24,500,2,-80,0.91,50,0,0,1,4,1,0,0,0,20,0
65,,Gandaki,Tanahu,Prepaid,2550,625,7,4.49,5.91,21,200,3,-70,0.0,50,0,0,0,0,0,0,0,0,15,1
51,,Madhesh,Bara,Prepaid,2040,548,5,4.84,6.37,24,500,2,-82,1.09,50,0,0,0,1,0,0,0,0,20,1
23,,Gandaki,Syangja,Prepaid,1950,590,4,24.57,32.33,21,500,3,-72,0.17,50,0,0,1,0,0,0,0,0,15,0
46,,Koshi,Sunsari,Prepaid,1380,771,4,11.51,15.14,21,50,3,-76,0.39,50,0,0,1,0,0,0,0,0,15,0
23,,Bagmati,Lalitpur,Prepaid,1440,620,7,10.62,13.97,21,200,3,-78,0.64,50,0,0,0,0,1,0,0,0,15,0
58,,Lumbini,Rupandehi,Prepaid,3570,548,3,10.27,13.51,21,200,3,-80,0.91,50,0,0,0,0,1,0,0,0,15,1
26,,Lumbini,Rupandehi,Prepaid,2730,908,4,16.19,21.3,21,500,3,-72,0.11,50,0,0,1,4,1,0,0,0,15,0
38,,Gandaki,Syangja,Prepaid,390,529,8,24.41,32.12,24,50,2,-74,0.38,50,0,0,1,3,0,1,0,0,20,0
52,,Madhesh,Dhanusha,Prepaid,2160,610,11,46.7,61.45,21,50,3,-80,0.82,50,0,0,0,1,0,0,0,0,15,1
61,,Koshi,Jhapa,Prepaid,1860,507,2,0.66,0.87,24,50,2,-74,0.39,50,0,0,0,0,0,0,0,0,20,1
20,,Bagmati,Chitwan,Postpaid,870,702,1,9.03,11.88,27,1000,1,-70,0.0,50,0,0,0,4,1,0,0,0,25,0
29,,Lumbini,Banke,Prepaid,1230,564,4,11.52,15.16,21,100,3,-74,0.35,50,0,0,1,4,0,0,0,0,15,0
51,,Gandaki,Kaski,Postpaid,2760,429,3,1.97,2.59,27,1000,1,-80,1.16,50,0,0,0,0,0,0,0,0,25,0
61,,Bagmati,Kavre,Prepaid,1650,577,3,4.8,6.32,24,50,2,-74,0.35,40,2,24,0,2,0,0,0,0,20,0
34,,Bagmati,Kavre,Prepaid,2370,654,2,0.67,0.88,21,50,3,-74,0.31,45,1,24,0,0,0,0,0,0,15,0
18,,Koshi,Sunsari,Prepaid,1320,434,4,0.57,0.75,24,200,2,-78,0.92,45,1,24,0,2,1,0,0,0,20,0
40,,Bagmati,Kavre,Prepaid,3540,735,2,22.43,29.51,18,100,4,-76,0.41,50,0,0,1,1,1,0,0,0,10,0
44,,Bagmati,Kavre,Postpaid,2640,768,2,15.37,20.22,27,1000,1,-74,0.26,50,0,0,0,2,0,0,0,0,25,1
30,,Lumbini,Kapilvastu,Prepaid,3540,727,6,4.66,6.13,21,100,3,-80,0.69,50,0,0,0,0,0,0,0,0,15,0
29,,Bagmati,Bhaktapur,Prepaid,2460,409,0,2.21,2.91,24,500,2,-76,0.73,50,0,0,0,0,0,0,0,0,20,0
69,,Lumbini,Banke,Prepaid,1860,461,5,7.89,10.38,18,100,4,-74,0.43,50,0,0,0,4,0,0,0,0,10,0
52,,Madhesh,Parsa,Prepaid,330,569,4,0.48,0.63,21,200,3,-78,0.7,50,0,0,0,0,0,0,0,0,15,0
33,,Bagmati,Bhaktapur,Prepaid,1260,574,3,1.66,2.18,24,500,2,-78,0.7,50,0,0,0,2,0,0,0,0,20,0
36,,Gandaki,Tanahu,Prepaid,420,586,6,6.15,8.09,27,500,1,-72,0.17,50,0,0,0,0,1,0,0,0,25,0
69,,Bagmati,Bhaktapur,Prepaid,1470,675,4,4.1,5.39,27,50,1,-70,0.0,50,0,0,0,0,1,0,0,0,25,0
58,,Madhesh,Dhanusha,Prepaid,1710,591,6,10.39,13.67,18,500,4,-78,0.68,50,0,0,0,0,1,0,0,0,10,1
43,,Lumbini,Rupandehi,Postpaid,2700,719,6,9.98,13.13,27,1000,1,-78,0.56,50,0,0,1,2,1,0,0,0,25,0
18,,Bagmati,Kathmandu,Prepaid,2580,465,3,1.8,2.37,27,100,1,-76,0.64,50,0,0,1,4,0,0,0,0,25,0
43,,Lumbini,Kapilvastu,Prepaid,3300,573,8,9.22,12.13,24,100,2,-80,0.87,50,0,0,0,0,1,0,0,0,20,0
52,,Koshi,Jhapa,Prepaid,2580,738,1,3.94,5.18,27,100,1,-76,0.41,50,0,0,0,4,0,0,0,0,25,0
30,,Bagmati,Chitwan,Prepaid,1440,585,6,9.41,12.38,21,200,3,-86,1.37,45,1,24,0,1,0,0,0,0,15,1
25,,Bagmati,Lalitpur,Prepaid,3480,628,7,5.05,6.64,24,50,2,-76,0.48,50,0,0,1,4,0,0,0,0,20,0
54,,Koshi,Sunsari,Prepaid,3090,673,7,11.55,15.2,21,500,3,-72,0.15,50,0,0,0,2,0,0,0,0,15,0
20,,Gandaki,Tanahu,Prepaid,2550,809,1,19.81,26.07,24,200,2,-80,0.62,45,1,24,0,2,0,0,0,0,20,0
28,,Bagmati,Lalitpur,Prepaid,2040,783,6,7.3,9.61,27,100,1,-74,0.26,50,0,0,0,2,0,0,0,0,25,0
29,,Lumbini,Rupandehi,Postpaid,3510,626,4,1.97,2.59,27,1000,1,-80,0.8,50,0,0,0,3,0,0,0,0,25,0
71,,Lumbini,Rupandehi,Prepaid,2490,654,4,3.28,4.32,27,100,1,-70,0.0,50,0,0,1,3,0,0,0,0,25,0
